age,agedef,c_birth,unit,sex,geo\time	2016 	2015 	2014 	2013 
Y90-94,REACH,EU28_FOR,NR,M,LV	1 	0 	0 	0 
Y90-94,REACH,EU28_FOR,NR,M,NL	2 	1 	3 	0 
Y90-94,REACH,EU28_FOR,NR,M,NO	1 	0 	1 	0 
Y90-94,REACH,EU28_FOR,NR,M,PL	3 ep	29 p	15 p	39 
Y90-94,REACH,EU28_FOR,NR,M,PT	0 e	0 	0 	0 
Y90-94,REACH,EU28_FOR,NR,M,SE	3 	1 	2 	3 
Y90-94,REACH,EU28_FOR,NR,M,SK	0 	0 p	0 p	0 p
Y90-94,REACH,EU28_FOR,NR,T,BE	36 	46 	42 	46 
Y90-94,REACH,EU28_FOR,NR,T,BG	0 	0 p	2 p	3 p
Y90-94,REACH,EU28_FOR,NR,T,CH	34 	39 	38 	35 
Y90-94,REACH,EU28_FOR,NR,T,CY	0 	0 	0 	0 
Y90-94,REACH,EU28_FOR,NR,T,CZ	19 	9 	3 	12 
Y90-94,REACH,EU28_FOR,NR,T,DE	90 be	85 	70 	80 
Y90-94,REACH,EU28_FOR,NR,T,DK	5 	4 	1 	4 
Y90-94,REACH,EU28_FOR,NR,T,EE	0 	1 b	0 	0 
Y90-94,REACH,EU28_FOR,NR,T,ES	137 	130 	128 	93 
Y90-94,REACH,EU28_FOR,NR,T,FI	0 	1 	0 	0 
Y90-94,REACH,EU28_FOR,NR,T,FR	105 	73 	98 	105 
Y90-94,REACH,EU28_FOR,NR,T,HR	4 	6 	4 	2 
Y90-94,REACH,EU28_FOR,NR,T,HU	13 	9 	20 	8 
Y90-94,REACH,EU28_FOR,NR,T,IS	0 	2 	0 	0 
Y90-94,REACH,EU28_FOR,NR,T,IT	34 	21 	26 	30 
Y90-94,REACH,EU28_FOR,NR,T,LI	0 	1 	0 	0 
Y90-94,REACH,EU28_FOR,NR,T,LT	0 	0 	0 	0 
Y90-94,REACH,EU28_FOR,NR,T,LU	9 	10 	7 	9 
Y90-94,REACH,EU28_FOR,NR,T,LV	1 	0 	2 	2 
Y90-94,REACH,EU28_FOR,NR,T,NL	4 	4 	11 	3 
Y90-94,REACH,EU28_FOR,NR,T,NO	2 	2 	8 	0 
Y90-94,REACH,EU28_FOR,NR,T,PL	11 ep	68 p	49 p	94 
Y90-94,REACH,EU28_FOR,NR,T,PT	2 e	2 	0 	0 
Y90-94,REACH,EU28_FOR,NR,T,SE	13 	9 	3 	12 
Y90-94,REACH,EU28_FOR,NR,T,SK	3 	1 p	0 p	0 p
Y90-94,REACH,EXT_FOR_HDI,NR,F,BE	1 	4 	6 	3 
Y90-94,REACH,EXT_FOR_HDI,NR,F,BG	0 	3 p	1 p	2 p
Y90-94,REACH,EXT_FOR_HDI,NR,F,CH	2 	2 	1 	3 
Y90-94,REACH,EXT_FOR_HDI,NR,F,CY	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI,NR,F,CZ	4 	3 	3 	1 
Y90-94,REACH,EXT_FOR_HDI,NR,F,DE	28 be	40 	31 	13 
Y90-94,REACH,EXT_FOR_HDI,NR,F,DK	0 	1 	0 	0 
Y90-94,REACH,EXT_FOR_HDI,NR,F,EE	6 	7 b	4 	3 
Y90-94,REACH,EXT_FOR_HDI,NR,F,ES	107 	74 	109 	67 
Y90-94,REACH,EXT_FOR_HDI,NR,F,FI	0 	0 	3 	1 
Y90-94,REACH,EXT_FOR_HDI,NR,F,FR	47 	64 	30 	5 
Y90-94,REACH,EXT_FOR_HDI,NR,F,HR	7 	5 	4 	3 
Y90-94,REACH,EXT_FOR_HDI,NR,F,HU	0 	1 	0 	1 
Y90-94,REACH,EXT_FOR_HDI,NR,F,IS	0 	0 	1 	0 
Y90-94,REACH,EXT_FOR_HDI,NR,F,IT	15 	25 	18 	20 
Y90-94,REACH,EXT_FOR_HDI,NR,F,LI	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI,NR,F,LT	4 	3 	3 	5 
Y90-94,REACH,EXT_FOR_HDI,NR,F,LU	0 	3 	0 	1 
Y90-94,REACH,EXT_FOR_HDI,NR,F,LV	8 	18 	10 	15 
Y90-94,REACH,EXT_FOR_HDI,NR,F,NL	5 	5 	2 	8 
Y90-94,REACH,EXT_FOR_HDI,NR,F,NO	1 	2 	2 	0 
Y90-94,REACH,EXT_FOR_HDI,NR,F,PL	13 ep	7 p	13 p	23 
Y90-94,REACH,EXT_FOR_HDI,NR,F,PT	0 e	2 	0 	0 
Y90-94,REACH,EXT_FOR_HDI,NR,F,SE	9 	7 	4 	4 
Y90-94,REACH,EXT_FOR_HDI,NR,F,SK	0 	0 p	0 p	0 p
Y90-94,REACH,EXT_FOR_HDI,NR,M,BE	0 	1 	1 	0 
Y90-94,REACH,EXT_FOR_HDI,NR,M,BG	0 	1 p	0 p	2 p
Y90-94,REACH,EXT_FOR_HDI,NR,M,CH	4 	6 	5 	1 
Y90-94,REACH,EXT_FOR_HDI,NR,M,CY	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI,NR,M,CZ	0 	0 	0 	1 
Y90-94,REACH,EXT_FOR_HDI,NR,M,DE	13 be	17 	18 	10 
Y90-94,REACH,EXT_FOR_HDI,NR,M,DK	1 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI,NR,M,EE	1 	1 b	1 	1 
Y90-94,REACH,EXT_FOR_HDI,NR,M,ES	53 	39 	45 	36 
Y90-94,REACH,EXT_FOR_HDI,NR,M,FI	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI,NR,M,FR	51 	2 	15 	16 
Y90-94,REACH,EXT_FOR_HDI,NR,M,HR	0 	2 	3 	1 
Y90-94,REACH,EXT_FOR_HDI,NR,M,HU	0 	0 	1 	0 
Y90-94,REACH,EXT_FOR_HDI,NR,M,IS	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI,NR,M,IT	12 	6 	13 	9 
Y90-94,REACH,EXT_FOR_HDI,NR,M,LI	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI,NR,M,LT	0 	0 	1 	0 
Y90-94,REACH,EXT_FOR_HDI,NR,M,LU	0 	1 	0 	0 
Y90-94,REACH,EXT_FOR_HDI,NR,M,LV	3 	4 	2 	2 
Y90-94,REACH,EXT_FOR_HDI,NR,M,NL	2 	2 	3 	1 
Y90-94,REACH,EXT_FOR_HDI,NR,M,NO	2 	0 	1 	0 
Y90-94,REACH,EXT_FOR_HDI,NR,M,PL	3 ep	5 p	4 p	8 
Y90-94,REACH,EXT_FOR_HDI,NR,M,PT	0 e	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI,NR,M,SE	2 	4 	6 	1 
Y90-94,REACH,EXT_FOR_HDI,NR,M,SK	0 	0 p	0 p	0 p
Y90-94,REACH,EXT_FOR_HDI,NR,T,BE	1 	5 	7 	3 
Y90-94,REACH,EXT_FOR_HDI,NR,T,BG	0 	4 p	1 p	4 p
Y90-94,REACH,EXT_FOR_HDI,NR,T,CH	6 	8 	6 	4 
Y90-94,REACH,EXT_FOR_HDI,NR,T,CY	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI,NR,T,CZ	4 	3 	3 	2 
Y90-94,REACH,EXT_FOR_HDI,NR,T,DE	41 be	57 	49 	23 
Y90-94,REACH,EXT_FOR_HDI,NR,T,DK	1 	1 	0 	0 
Y90-94,REACH,EXT_FOR_HDI,NR,T,EE	7 	8 b	5 	4 
Y90-94,REACH,EXT_FOR_HDI,NR,T,ES	160 	113 	154 	103 
Y90-94,REACH,EXT_FOR_HDI,NR,T,FI	0 	0 	3 	1 
Y90-94,REACH,EXT_FOR_HDI,NR,T,FR	98 	66 	45 	21 
Y90-94,REACH,EXT_FOR_HDI,NR,T,HR	7 	7 	7 	4 
Y90-94,REACH,EXT_FOR_HDI,NR,T,HU	0 	1 	1 	1 
Y90-94,REACH,EXT_FOR_HDI,NR,T,IS	0 	0 	1 	0 
Y90-94,REACH,EXT_FOR_HDI,NR,T,IT	27 	31 	31 	29 
Y90-94,REACH,EXT_FOR_HDI,NR,T,LI	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI,NR,T,LT	4 	3 	4 	5 
Y90-94,REACH,EXT_FOR_HDI,NR,T,LU	0 	4 	0 	1 
Y90-94,REACH,EXT_FOR_HDI,NR,T,LV	11 	22 	12 	17 
Y90-94,REACH,EXT_FOR_HDI,NR,T,NL	7 	7 	5 	9 
Y90-94,REACH,EXT_FOR_HDI,NR,T,NO	3 	2 	3 	0 
Y90-94,REACH,EXT_FOR_HDI,NR,T,PL	16 ep	12 p	17 p	31 
Y90-94,REACH,EXT_FOR_HDI,NR,T,PT	0 e	2 	0 	0 
Y90-94,REACH,EXT_FOR_HDI,NR,T,SE	11 	11 	10 	5 
Y90-94,REACH,EXT_FOR_HDI,NR,T,SK	0 	0 p	0 p	0 p
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,BE	0 	1 	2 	1 
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,BG	0 	3 p	1 p	2 p
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,CH	1 	1 	1 	1 
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,CY	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,CZ	3 	2 	1 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,DE	9 be	15 	12 	6 
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,DK	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,EE	6 	7 b	4 	3 
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,ES	51 	37 	50 	34 
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,FI	0 	0 	3 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,FR	15 	5 	5 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,HR	6 	5 	4 	3 
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,HU	0 	0 	0 	1 
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,IS	0 	0 	1 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,IT	5 	15 	8 	12 
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,LI	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,LT	4 	3 	3 	5 
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,LU	0 	2 	0 	1 
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,LV	8 	18 	10 	15 
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,NL	1 	1 	1 	1 
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,NO	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,PL	13 ep	7 p	13 p	23 
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,PT	0 e	1 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,SE	3 	3 	2 	2 
Y90-94,REACH,EXT_FOR_HDI_H,NR,F,SK	0 	0 p	0 p	0 p
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,BE	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,BG	0 	1 p	0 p	2 p
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,CH	0 	2 	1 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,CY	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,CZ	0 	0 	0 	1 
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,DE	5 be	8 	6 	4 
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,DK	1 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,EE	1 	1 b	1 	1 
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,ES	29 	26 	21 	17 
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,FI	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,FR	0 	0 	4 	16 
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,HR	0 	2 	3 	1 
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,HU	0 	0 	1 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,IS	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,IT	6 	2 	4 	5 
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,LI	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,LT	0 	0 	1 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,LU	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,LV	3 	4 	2 	2 
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,NL	0 	1 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,NO	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,PL	0 ep	5 p	0 p	3 
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,PT	0 e	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,SE	0 	1 	1 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,M,SK	0 	0 p	0 p	0 p
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,BE	0 	1 	2 	1 
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,BG	0 	4 p	1 p	4 p
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,CH	1 	3 	2 	1 
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,CY	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,CZ	3 	2 	1 	1 
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,DE	14 be	23 	18 	10 
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,DK	1 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,EE	7 	8 b	5 	4 
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,ES	80 	63 	71 	51 
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,FI	0 	0 	3 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,FR	15 	5 	9 	16 
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,HR	6 	7 	7 	4 
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,HU	0 	0 	1 	1 
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,IS	0 	0 	1 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,IT	11 	17 	12 	17 
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,LI	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,LT	4 	3 	4 	5 
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,LU	0 	2 	0 	1 
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,LV	11 	22 	12 	17 
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,NL	1 	2 	1 	1 
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,NO	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,PL	13 ep	12 p	13 p	26 
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,PT	0 e	1 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,SE	3 	4 	3 	2 
Y90-94,REACH,EXT_FOR_HDI_H,NR,T,SK	0 	0 p	0 p	0 p
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,BE	1 	1 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,BG	0 	0 p	0 p	0 p
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,CH	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,CY	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,CZ	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,DE	1 be	4 	1 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,DK	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,EE	0 	0 b	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,ES	0 	1 	2 	3 
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,FI	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,FR	0 	0 	5 	5 
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,HR	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,HU	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,IS	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,IT	2 	3 	1 	1 
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,LI	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,LT	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,LU	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,LV	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,NL	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,NO	0 	1 	1 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,PL	0 ep	0 p	0 p	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,PT	0 e	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,SE	0 	1 	0 	1 
Y90-94,REACH,EXT_FOR_HDI_L,NR,F,SK	0 	0 p	0 p	0 p
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,BE	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,BG	0 	0 p	0 p	0 p
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,CH	0 	0 	1 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,CY	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,CZ	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,DE	1 be	2 	1 	1 
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,DK	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,EE	0 	0 b	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,ES	1 	1 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,FI	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,FR	2 	2 	2 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,HR	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,HU	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,IS	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,IT	0 	1 	1 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,LI	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,LT	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,LU	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,LV	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,NL	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,NO	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,PL	0 ep	0 p	0 p	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,PT	0 e	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,SE	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,M,SK	0 	0 p	0 p	0 p
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,BE	1 	1 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,BG	0 	0 p	0 p	0 p
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,CH	0 	0 	1 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,CY	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,CZ	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,DE	2 be	6 	2 	1 
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,DK	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,EE	0 	0 b	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,ES	1 	2 	2 	3 
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,FI	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,FR	2 	2 	7 	5 
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,HR	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,HU	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,IS	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,IT	2 	4 	2 	1 
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,LI	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,LT	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,LU	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,LV	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,NL	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,NO	0 	1 	1 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,PL	0 ep	0 p	0 p	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,PT	0 e	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,SE	0 	1 	0 	1 
Y90-94,REACH,EXT_FOR_HDI_L,NR,T,SK	0 	0 p	0 p	0 p
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,BE	0 	2 	2 	2 
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,BG	0 	0 p	0 p	0 p
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,CH	1 	1 	0 	2 
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,CY	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,CZ	0 	0 	1 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,DE	12 be	12 	11 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,DK	0 	1 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,EE	0 	0 b	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,ES	24 	13 	33 	9 
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,FI	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,FR	32 	54 	5 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,HR	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,HU	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,IS	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,IT	5 	4 	7 	7 
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,LI	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,LT	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,LU	0 	1 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,LV	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,NL	4 	4 	1 	7 
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,NO	1 	1 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,PL	0 ep	0 p	0 p	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,PT	0 e	1 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,SE	6 	2 	2 	1 
Y90-94,REACH,EXT_FOR_HDI_M,NR,F,SK	0 	0 p	0 p	0 p
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,BE	0 	1 	1 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,BG	0 	0 p	0 p	0 p
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,CH	4 	4 	2 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,CY	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,CZ	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,DE	4 be	4 	8 	1 
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,DK	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,EE	0 	0 b	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,ES	11 	5 	12 	5 
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,FI	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,FR	49 	0 	4 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,HR	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,HU	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,IS	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,IT	2 	3 	6 	3 
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,LI	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,LT	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,LU	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,LV	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,NL	2 	1 	3 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,NO	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,PL	0 ep	0 p	0 p	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,PT	0 e	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,SE	2 	3 	4 	1 
Y90-94,REACH,EXT_FOR_HDI_M,NR,M,SK	0 	0 p	0 p	0 p
Y90-94,REACH,EXT_FOR_HDI_M,NR,T,BE	0 	3 	3 	2 
Y90-94,REACH,EXT_FOR_HDI_M,NR,T,BG	0 	0 p	0 p	0 p
Y90-94,REACH,EXT_FOR_HDI_M,NR,T,CH	5 	5 	2 	2 
Y90-94,REACH,EXT_FOR_HDI_M,NR,T,CY	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,T,CZ	0 	0 	1 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,T,DE	16 be	16 	19 	1 
Y90-94,REACH,EXT_FOR_HDI_M,NR,T,DK	0 	1 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,T,EE	0 	0 b	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,T,ES	35 	18 	45 	14 
Y90-94,REACH,EXT_FOR_HDI_M,NR,T,FI	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,T,FR	81 	54 	9 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,T,HR	0 	0 	0 	0 
Y90-94,REACH,EXT_FOR_HDI_M,NR,T,HU	0 	0 	0 	0 
